//Card Title,Card ID,Card Value,Card Type,Card Badge,Sell Order Low,Last 10 Price,owned,packs
Negro League Star SP Joe Strong HoGr 1933,84457,77,2,,0,0,0,1
Clubhouse - World Baseball Classic SP Marcus Stroman USA 2017,82919,98,7,CS,0,0,0,0
MLB 2026 Live SP Spencer Strider ATL,82161,95,1,,0,0,0,1
Unsung Heroes SS George Strickland CLE 1953,82915,80,8,,0,0,0,1
Negro League Star SP Sam Streeter BBB 1924,84538,96,2,,0,0,0,1
Snapshot CL Huston Street ATH 2007,83313,91,7,,0,0,0,1
Snapshot C Gabby Street WS1 1909,83332,41,7,,0,0,0,1
MLB 2026 Live CF Myles Straw TOR,82497,61,1,,0,0,0,1
Historical All-Star SP Stephen Strasburg WAS 2017,83902,100,5,,0,0,0,1
MLB 2026 Live CL Matt Strahm KC,82387,85,1,,0,0,0,1
MLB 2026 Live LF Kyle Stowers MIA,82117,78,1,,0,0,0,1
Snapshot SP Todd Stottlemyre STL 1998,83099,65,7,,0,0,0,1
MLB 2026 Live 2B Bryson Stott PHI,82047,72,1,,0,0,0,1
MLB 2026 Live SS Trevor Story BOS,82610,63,1,,0,0,0,1
Snapshot RP Drew Storen WAS 2014,83289,81,7,,0,0,0,1
Unsung Heroes SP Bill Stoneman MON 1970,82784,48,8,,0,0,0,1
Snapshot SP Steve Stone CWS 1973,83073,61,7,,0,0,0,1
Negro League Star RF Ed Stone PhSt 1946,84495,76,2,,0,0,0,1
Unsung Heroes SS Kevin Stocker PHI 1997,82845,49,8,,0,0,0,1
Snapshot 3B Milt Stock PHI 1917,83679,67,7,,0,0,0,1
Snapshot SP Chuck Stobbs WS1 1954,83151,67,7,,0,0,0,1
Historical All-Star SP Dave Stieb TOR 1981,83869,65,5,,0,0,0,1
MLB 2026 Live 3B Sal Stewart CIN,84990,72,1,,0,0,0,1
Future Legend 3B Sal Stewart CIN 2026,84649,97,6,,0,0,0,1
MLB 2026 Live RP Brock Stewart LAD,81789,69,1,,0,0,0,1
MLB 2026 Live RP Justin Sterner ATH,82260,61,1,,0,0,0,1
MLB 2026 Live C Tyler Stephenson CIN,81964,69,1,,0,0,0,1
MLB 2026 Live RP Robert Stephenson LAA,82317,74,1,,0,0,0,1
Snapshot RP Robert Stephenson TB 2023,83230,73,7,,0,0,0,1
Snapshot 3B Riggs Stephenson CLE 1922,83675,72,7,,0,0,0,1
Negro League Star SS Jake Stephens HoGr 1931,84427,64,2,,0,0,0,1
Snapshot 2B Rennie Stennett PIT 1972,83511,60,7,,0,0,0,1
Snapshot CF Casey Stengel NY1 1923,83673,74,7,,0,0,0,1
All-Time Legend 3B Harry Steinfeldt CHC Peak,84205,100,4,,0,0,0,1
Veteran Presence C Terry Steinbach MIN 1999,83949,60,10,,0,0,0,1
MLB 2026 Live 1B Spencer Steer CIN,81959,68,1,,0,0,0,1
Hardware Heroes 1B Joe Start NY2 1874,82708,78,9,,0,0,0,1
Unsung Heroes SP Dick Starr SLA 1949,82790,48,8,,0,0,0,1
Historical All-Star 1B Willie Stargell PIT 1972,83998,89,5,,0,0,0,1
Clubhouse - April Fools' Day RP Mike Stanton SEA 1983,84718,56,8,CS,0,0,0,0
Snapshot RP Mike Stanton SEA 1984,83197,72,7,,0,0,0,1
Clubhouse - April Fools' Day RP Mike Stanton ATL 1991,84697,74,3,CS,0,0,0,0
Hardware Heroes RF Giancarlo Stanton MIA 2017,83697,100,9,,0,0,0,1
MLB 2026 Live RF Giancarlo Stanton NYY,82575,68,1,,0,0,0,1
Clubhouse - April Fools' Day RF Mike Stanton FLO 2010,84698,69,3,CS,0,0,0,0
Negro League Star SP Neck Stanley NYBY 1939,84448,78,2,,0,0,0,1
Snapshot C Mike Stanley BOS 1996,83751,80,7,,0,0,0,1
Historical All-Star 2B Eddie Stanky NY1 1950,84000,94,5,,0,0,0,1
Rookie Sensation SS Andy Stankiewicz NYY 1992,84346,64,3,,0,0,0,1
Snapshot SP Lee Stange MIN 1963,83024,53,7,,0,0,0,1
MLB 2026 Live RP Ryne Stanek STL,81885,60,1,,0,0,0,1
All-Time Legend SP Jerry Staley STL Peak,84034,66,4,,0,0,0,1
All-Time Legend SP Harry Staley BSN Peak,84056,76,4,,0,0,0,1
Hardware Heroes 1B Jake Stahl BOS 1910,82712,86,9,,0,0,0,1
Snapshot CF Chick Stahl BOS 1902,83722,73,7,,0,0,0,1
Future Legend SP Brandon Sproat MIL 2026,84631,88,6,,0,0,0,1
MLB 2026 Live SP Jeffrey Springs ATH,82286,70,1,,0,0,0,1
MLB 2026 Live RF George Springer TOR,82505,86,1,,0,0,0,1
Snapshot 1B Jim Spencer CAL 1970,83358,49,7,,0,0,0,1
Snapshot CF Stan Spence WS1 1943,83772,82,7,,0,0,0,1
MLB 2026 Live SP Mitch Spence KC,82365,64,1,,0,0,0,1
MLB 2026 Live RP Gabe Speier SEA,82248,82,1,,0,0,0,1
Negro League Star RF Clyde Spearman PiCr 1937,84450,64,2,,0,0,0,1
Live Full Collection - Snapshot CF Tris Speaker BOS 1910,83846,100,7,ME,0,0,0,0
Snapshot SP Tully Sparks PHI 1907,83161,68,7,,0,0,0,1
MLB 2026 Live RP Bennett Sousa HOU,82184,72,1,,0,0,0,1
Clubhouse - Negro League Star 3B Herb Souell KCM 1945,84869,74,2,CS,0,0,0,0
MLB 2026 Live RF Juan Soto NYM,82086,100,1,,0,0,0,1
MLB 2026 Live RP Gregory Soto PIT,81914,73,1,,0,0,0,1
MLB 2026 Live 2B Lenyn Sosa CWS,82469,63,1,,0,0,0,1
MLB 2026 Live 2B Edmundo Sosa PHI,82051,67,1,,0,0,0,1
Snapshot SP Vic Sorrell DET 1930,83039,56,7,,0,0,0,1
MLB 2026 Live SP Michael Soroka AZ,81860,80,1,,0,0,0,1
MLB 2026 Live SP Jose Soriano LAA,82320,79,1,,0,0,0,1
MLB 2026 Live RP George Soriano STL,81865,54,1,,0,0,0,1
Snapshot SP Lary Sorensen STL 1981,83225,78,7,,0,0,0,1
MLB 2026 Live RF Jorge Soler LAA,82300,68,1,,0,0,0,1
MLB 2026 Live 1B Nick Solak SD,81747,71,1,,0,0,0,1
MLB 2026 Live 1B Nick Sogard BOS,82599,56,1,,0,0,0,1
Super Utility 2B Eric Sogard TOR 2019,83639,72,7,,0,0,0,1
MLB 2026 Live LF Tyler Soderstrom ATH,82266,77,1,,0,0,0,1
Snapshot C Pop Snyder BSN 1879,83496,64,7,,0,0,0,1
Hardware Heroes C Frank Snyder STL 1915,84178,84,9,,0,0,0,1
MLB 2026 Live SP Blake Snell LAD,81796,99,1,,0,0,0,1
MLB 2026 Live C Will Smith LAD,81785,93,1,,0,0,0,1
MLB 2026 Live SP Shane Smith CWS,82484,80,1,,0,0,0,1
Snapshot 3B Red Smith BSN 1916,83557,63,7,,0,0,0,1
Snapshot SP Phenomenal Smith BL2 1888,82981,50,7,,0,0,0,1
MLB 2026 Live 1B Pavin Smith AZ,81845,73,1,,0,0,0,1
Snapshot CL Lee Smith CHC 1986,83156,64,7,,0,0,0,1
MLB 2026 Live SS Josh Smith TEX,82208,72,1,,0,0,0,1
Snapshot RP Joe Smith CLE 2010,82969,48,7,,0,0,0,1
Snapshot CF Jack Smith STL 1917,83776,77,7,,0,0,0,1
Clubhouse - Negro League Star SP Hilton Smith KCM 1946,84890,88,2,CS,0,0,0,0
Rookie Sensation SP Hal Smith PIT 1933,84255,63,3,,0,0,0,1
Snapshot SP Frank Smith CWS 1905,83153,64,7,,0,0,0,1
Clubhouse - April Fools' Day RF Elmer Smith CLE 1920,84706,88,7,CS,0,0,0,0
Clubhouse - April Fools' Day LF Elmer Smith CIN 1898,84707,81,7,CS,0,0,0,0
All-Time Legend SP Eddie Smith CWS Peak,84035,67,4,,0,0,0,1
MLB 2026 Live RP Dylan Smith DET,82412,66,1,,0,0,0,1
MLB 2026 Live 1B Dominic Smith ATL,82138,59,1,,0,0,0,1
Rookie Sensation CL Dave Smith HOU 1980,84084,100,3,,0,0,0,1
MLB 2026 Live RF Cam Smith HOU,82166,53,1,,0,0,0,1
MLB 2026 Live CL Cade Smith CLE,82450,98,1,,0,0,0,1
Snapshot SS Roy Smalley MIN 1980,83699,74,7,,0,0,0,1
Hardware Heroes RF Enos Slaughter STL 1942,82748,100,9,,0,0,0,1
MLB 2026 Live RP Justin Slaten BOS,82597,62,1,,0,0,0,1
Snapshot LF Jimmy Slagle PHI 1900,83382,51,7,,0,0,0,1
MLB 2026 Live SP Tarik Skubal DET,82424,100,1,,0,0,0,1
Historical All-Star 1B Bill Skowron NYY 1959,83957,73,5,,0,0,0,1
MLB 2026 Live SP Paul Skenes PIT,81919,100,1,,0,0,0,1
Veteran Presence RP Elmer Singleton CHC 1959,83182,67,10,,0,0,0,1
Snapshot CF Chris Singleton BAL 2002,83339,45,7,,0,0,0,1
MLB 2026 Live SP Brady Singer CIN,81976,74,1,,0,0,0,1
MLB 2026 Live RP Josh Simpson SEA,82227,52,1,,0,0,0,1
Negro League Star 1B Harry Simpson PhSt 1948,84484,75,2,,0,0,0,1
MLB 2026 Live CF Chandler Simpson TB,82526,61,1,,0,0,0,1
MLB 2026 Live 2B Ronny Simon PIT,81892,53,1,,0,0,0,1
Hall of Fame C Ted Simmons STL 1977,83992,99,5,,0,0,0,1
Rookie Sensation SP Curt Simmons PHI 1948,84239,56,3,,0,0,0,1
Snapshot CF Al Simmons PHA 1926,83798,89,7,,0,0,0,1
Snapshot SP Sonny Siebert CLE 1965,83316,97,7,,0,0,0,1
Historical All-Star 1B Norm Siebern KC1 1962,83991,99,5,,0,0,0,1
Snapshot 2B Terry Shumpert COL 1999,83802,92,7,,0,0,0,1
MLB 2026 Live RP Chase Shugart PHI,82042,52,1,,0,0,0,1
Snapshot RP Paul Shuey CLE 1998,83081,57,7,,0,0,0,1
Celebrating 42 - Unsung Heroes LF George Shuba BRO 1952,85019,80,8,,0,0,0,1
Snapshot LF Burt Shotton SLA 1916,83723,72,7,,0,0,0,1
Snapshot SP Chris Short PHI 1963,83112,65,7,,0,0,0,1
Snapshot SP Urban Shocker SLA 1924,83270,82,7,,0,0,0,1
Negro League Star LF George Shively WBS 1912,84422,61,2,,0,0,0,1
Unsung Heroes 3B Bill Shipke WS1 1908,82836,40,8,,0,0,0,1
Unsung Heroes SS Billy Shindle PH4 1890,82916,83,8,,0,0,0,1
PTWC 2nd Place SP James Shields TB 2011,84575,100,5,,0,0,0,0
Snapshot RP George Sherrill SEA 2006,83233,72,7,,0,0,0,1
Snapshot SP Bill Sherdel STL 1922,83008,53,7,,0,0,0,1
Negro League Star 3B Ray Sheppard DeSt 1926,84433,68,2,,0,0,0,1
Rookie Sensation C Jack Shepard PIT 1954,84336,56,3,,0,0,0,1
Snapshot SP Rollie Sheldon KC1 1965,82988,50,7,,0,0,0,1
Unsung Heroes CF John Shelby LAD 1988,82869,55,8,,0,0,0,1
Hardware Heroes 3B Gary Sheffield SD 1992,82746,99,9,,0,0,0,1
MLB 2026 Live LF Gavin Sheets SD,81742,61,1,,0,0,0,1
MLB 2026 Live SP Emmet Sheehan LAD,81795,81,1,,0,0,0,1
Opening Day Heroes - Snapshot LF Jimmy Sheckard BRO 1901,84663,100,7,,0,0,0,1
Unsung Heroes 2B Dave Shean BOS 1918,82853,50,8,,0,0,0,1
Snapshot SP Bob Shawkey NYY 1922,83254,80,7,,0,0,0,1
MLB 2026 Live 3B Matt Shaw CHC,81983,65,1,,0,0,0,1
Snapshot SP Dupee Shaw PRO 1885,83104,62,7,,0,0,0,1
Snapshot SP Bob Shaw CWS 1960,82963,48,7,,0,0,0,1
Historical All-Star 2B Mike Sharperson LAD 1992,83973,80,5,,0,0,0,1
Hardware Heroes SP Bobby Shantz PHA 1952,82682,79,9,,0,0,0,1
Negro League Star 2B John Shackelford HaGi 1925,84399,47,2,,0,0,0,1
Veteran Presence SP Rip Sewell PIT Peak,84029,63,10,,0,0,0,1
Veteran Presence C Luke Sewell CWS 1937,83920,52,10,,0,0,0,1
Snapshot SS Joe Sewell CLE 1928,83809,100,7,,0,0,0,1
MLB 2026 Live RP Paul Sewald AZ,81854,57,1,,0,0,0,1
MLB 2026 Live SP Luis Severino ATH,82287,69,1,,0,0,0,1
Negro League Star 2B Bonnie Serrell CAG 1941,84553,94,2,,0,0,0,1
Snapshot 3B Bill Serena CHC 1952,83671,70,7,,0,0,0,1
MLB 2026 Live SP Antonio Senzatela COL,81829,51,1,,0,0,0,1
MLB 2026 Live C Hayden Senger NYM,82072,44,1,,0,0,0,1
MLB 2026 Live SP Kodai Senga NYM,82096,77,1,,0,0,0,1
Snapshot C Andy Seminick PHI 1946,83672,66,7,,0,0,0,1
MLB 2026 Live 2B Marcus Semien NYM,82084,74,1,,0,0,0,1
Historical All-Star RF George Selkirk NYY 1936,83996,90,5,,0,0,0,1
Negro League Star 2B Dick Seay NeEa 1940,84444,66,2,,0,0,0,1
MLB 2026 Live SP JP Sears SD,81762,61,1,,0,0,0,1
MLB 2026 Live SS Corey Seager TEX,84943,92,1,,0,0,0,1
MLB 2026 Live CF Victor Scott II STL,81873,68,1,,0,0,0,1
All-Time Legend CF Tony Scott STL Peak,84103,41,4,,0,0,0,1
MLB 2026 Live RP Tayler Scott ATL,82131,52,1,,0,0,0,1
MLB 2026 Live CL Tanner Scott LAD,81792,79,1,,0,0,0,1
Negro League Star 1B Joe Scott MRS 1927,84432,60,2,,0,0,0,1
Celebrating 42 - Negro League Star 1B Joe Scott BBB 1948,84882,54,2,,0,0,0,1
Snapshot SP Jack Scott BSN 1921,83194,71,7,,0,0,0,1
Rookie Sensation 1B George Scott BOS 1966,84347,64,3,,0,0,0,1
Rookie Sensation SS Everett Scott BOS 1914,84350,63,3,,0,0,0,1
MLB 2026 Live LF Kyle Schwarber PHI,82055,92,1,,0,0,0,1
MLB 2026 Live RP Paxton Schultz WSH,82028,63,1,,0,0,0,1
FLF 4 - Future Legend SP Noah Schultz CHW 2026,84626,92,6,,0,0,0,1
Snapshot RP Buddy Schultz STL 1979,83100,58,7,,0,0,0,1
Snapshot RP Barney Schultz CHC 1961,83300,85,7,,0,0,0,1
All-Time Legend CF Fred Schulte SLA Peak,84160,86,4,,0,0,0,1
Snapshot RF Wes Schulmerich BSN 1932,83437,51,7,,0,0,0,1
MLB 2026 Live 2B Max Schuemann NYY,82555,70,1,,0,0,0,1
Rookie Sensation 3B Rick Schu PHI 1985,84311,51,3,,0,0,0,1
MLB 2026 Live RP John Schreiber KC,82385,71,1,,0,0,0,1
Snapshot SP Gene Schott CIN 1937,83214,71,7,,0,0,0,1
Unsung Heroes 1B Otto Schomberg IN3 1887,82914,87,8,,0,0,0,1
MLB 2026 Live LF Davis Schneider TOR,82499,80,1,,0,0,0,1
MLB 2026 Live 2B Daniel Schneemann CLE,82437,67,1,,0,0,0,1
MLB 2026 Live 2B Casey Schmitt SF,81712,74,1,,0,0,0,1
MLB 2026 Live SP Cam Schlittler NYY,82580,84,1,,0,0,0,1
MLB 2026 Live SP Max Scherzer TOR,82514,69,1,,0,0,0,1
Rookie Sensation RP Carl Scheib PHA 1944,84232,50,3,,0,0,0,1
MLB 2026 Live 1B Nolan Schanuel LAA,82304,79,1,,0,0,0,1
Snapshot C Wally Schang PHA 1914,83800,76,7,,0,0,0,1
Snapshot C Ray Schalk CWS 1925,83583,68,7,,0,0,0,1
Snapshot 3B Paul Schaal KC 1972,83432,56,7,,0,0,0,1
Negro League Star 2B Tubby Scales NEL 1934,84558,92,2,,0,0,0,1
MLB 2026 Live RP Josh Sborz TEX,82212,65,1,,0,0,0,1
Historical All-Star 2B Steve Sax LAD 1983,83913,53,5,,0,0,0,1
MLB 2026 Live SP Roki Sasaki LAD,81788,82,1,,0,0,0,1
Baseball Reference 1 CL Kazuhiro Sasaki SEA 2001,84813,93,5,,0,0,0,1
Rookie Sensation C Nelson Santovenia MON 1988,84316,49,3,,0,0,0,1
Negro League Star C Louis Santop PHG 1923,84563,92,2,,0,0,0,1
MLB 2026 Live RP Tony Santillan CIN,81970,64,1,,0,0,0,1
Snapshot RP Jose Santiago CLE 2003,82951,47,7,,0,0,0,1
MLB 2026 Live RF Anthony Santander TOR,82500,75,1,,0,0,0,1
MLB 2026 Live CL Dennis Santana PIT,81915,80,1,,0,0,0,1
MLB 2026 Live 1B Carlos Santana AZ,81843,63,1,,0,0,0,1
MLB 2026 Live 3B Javier Sanoja MIA,82099,50,1,,0,0,0,1
Snapshot SP Jack Sanford PHI 1958,83007,51,7,,0,0,0,1
MLB 2026 Live RP Cole Sands MIN,82351,75,1,,0,0,0,1
MLB 2026 Live RP Patrick Sandoval BOS,82615,69,1,,0,0,0,1
MLB 2026 Live RP Nick Sandlin LAA,82313,62,1,,0,0,0,1
Snapshot CF Reggie Sanders CIN 1998,83545,62,7,,0,0,0,1
Snapshot RP Ken Sanders NYM 1975,83180,68,7,,0,0,0,1
Unsung Heroes SS Heinie Sand PHI 1924,82849,48,8,,0,0,0,1
MLB 2026 Live RF Jesus Sanchez TOR,82498,71,1,,0,0,0,1
MLB 2026 Live C Gary Sanchez MIL,81933,71,1,,0,0,0,1
MLB 2026 Live SP Cristopher Sanchez PHI,82065,95,1,,0,0,0,1
Negro League Star SP Harry Salmon BBB 1928,84473,78,2,,0,0,0,1
Snapshot SP Slim Sallee CIN 1919,83278,80,7,,0,0,0,1
Snapshot C Bill Salkeld BSN 1949,83630,61,7,,0,0,0,1
Live Collection Reward - Rookie Sensation RP Chris Sale CWS 2010,83244,70,3,ME,0,0,0,0
MLB 2026 Live SP Chris Sale ATL,82162,100,1,,0,0,0,1
Negro League Star CF Lazaro Salazar CSE 1934,84569,100,2,,0,0,0,1
Snapshot RP Fernando Salas LAA 2015,83211,72,7,,0,0,0,1
Veteran Presence CL Takashi Saito LAD 2007,83905,100,10,,0,0,0,1
MLB 2026 Live 2B Thomas Saggese STL,81863,51,1,,0,0,0,1
MLB 2026 Live RP Erik Sabrowski CLE,82429,54,1,,0,0,0,1
All-Time Legend 3B Chris Sabo CIN Peak,84124,61,4,,0,0,0,1
MLB 2026 Live SP Joe Ryan MIN,82355,90,1,,0,0,0,1
Baseball Reference 1 SP Joe Ryan MIN 2023,84802,60,8,,0,0,0,1
Live Collection Reward - Snapshot CF Jimmy Ryan CHC 1888,83841,99,7,ME,0,0,0,0
Snapshot 2B Connie Ryan PHI 1953,83683,69,7,,0,0,0,1
MLB 2026 Live C Adley Rutschman BAL,82641,82,1,,0,0,0,1
MLB 2026 Live RP Jackson Rutledge WSH,82013,50,1,,0,0,0,1
Snapshot SP Reb Russell CWS 1916,83281,80,7,,0,0,0,1
Snapshot RP Jack Russell CHC 1939,83091,58,7,,0,0,0,1
Negro League Star 2B Frank Russell BEG 1943,84403,52,2,,0,0,0,1
MLB 2026 Live C Dalton Rushing LAD,81779,72,1,,0,0,0,1
Rookie Sensation SP Bob Rush CHC 1948,84282,74,3,,0,0,0,1
Unsung Heroes SP Ryan Rupe TB 2002,82800,52,8,,0,0,0,1
Snapshot SS Pete Runnels WS1 1954,83515,60,7,,0,0,0,1
MLB 2026 Live C Keibert Ruiz WSH,82012,48,1,,0,0,0,1
MLB 2026 Live LF Esteury Ruiz MIA,82116,78,1,,0,0,0,1
Rookie Sensation CF Esteury Ruiz ATH 2023,84309,50,3,,0,0,0,1
Veteran Presence C Carlos Ruiz PHI 2014,83641,68,10,,0,0,0,1
Veteran Presence SP Red Ruffing NYY 1941,83866,58,10,,0,0,0,1
Snapshot SP Dutch Ruether WS1 1926,82935,46,7,,0,0,0,1
Limited Edition/42 SP Kirk Rueter MON 1993,84848,59,3,,0,0,0,0
Snapshot C Muddy Ruel WS1 1926,83758,78,7,,0,0,0,1
Snapshot SP Dick Rudolph BSN 1914,83229,74,7,,0,0,0,1
Unsung Heroes CF Johnny Rucker NY1 1945,82854,52,8,,0,0,0,1
All-Time Legend RP Dave Rucker STL Peak,84015,48,4,,0,0,0,1
Rookie Sensation SP Dave Rozema DET 1977,84252,63,3,,0,0,0,1
MLB 2026 Live RP Chris Roycroft STL,81864,52,1,,0,0,0,1
Snapshot CF Edd Roush CIN 1921,83808,83,7,,0,0,0,1
MLB 2026 Live SP Landen Roupp SF,81730,81,1,,0,0,0,1
Snapshot RF Braggo Roth CLE 1917,83677,66,7,,0,0,0,1
MLB 2026 Live RP Joe Ross AZ,81853,58,1,,0,0,0,1
Launch Deck Missions - Snapshot C David Ross ATL 2009,83574,88,7,,0,0,0,0
Snapshot 3B Al Rosen CLE 1956,83620,74,7,,0,0,0,1
Snapshot C Johnny Roseboro LAD 1966,83591,72,7,,0,0,0,1
Happy Easter Variant Booster 3B Eguy Rosario SD 2024,84684,44,3,,0,0,0,1
Baseball Reference 1 LF Eddie Rosario MIN 2019,84805,51,8,,0,0,0,1
MLB 2026 Live 3B Amed Rosario NYY,82565,57,1,,0,0,0,1
MLB 2026 Live C Ben Rortvedt NYM,82071,47,1,,0,0,0,1
Veteran Presence SP Charlie Root CHC 1934,82947,44,10,,0,0,0,1
MLB 2026 Live RF Brent Rooker ATH,82274,97,1,,0,0,0,1
Snapshot CL Hector Rondon HOU 2018,83078,59,7,,0,0,0,1
MLB 2026 Live RP JoJo Romero STL,81886,74,1,,0,0,0,1
MLB 2026 Live RP Jordan Romano LAA,82314,62,1,,0,0,0,1
Historical All-Star C Johnny Romano CLE 1962,83977,95,5,,0,0,0,1
MLB 2026 Live RP Ryan Rolison CHC,81982,51,1,,0,0,0,1
Hardware Heroes 3B Red Rolfe NYY 1939,82727,87,9,,0,0,0,1
MLB 2026 Live 2B Miguel Rojas LAD,81775,75,1,,0,0,0,1
All-Time Legend RP Mel Rojas MON Peak,84068,87,4,,0,0,0,1
MLB 2026 Live CF Johan Rojas PHI,82045,59,1,,0,0,0,0
Historical All-Star 2B Cookie Rojas KC 1974,83911,48,5,,0,0,0,1
Rookie Sensation RP Garry Roggenburk MIN 1963,84220,47,3,,0,0,0,1
MLB 2026 Live RP Tyler Rogers TOR,82512,66,1,,0,0,0,1
MLB 2026 Live SP Trevor Rogers BAL,82654,78,1,,0,0,0,1
MLB 2026 Live RP Taylor Rogers MIN,82349,60,1,,0,0,0,1
Snapshot SP Steve Rogers MON 1977,83296,85,7,,0,0,0,1
MLB 2026 Live C Jake Rogers DET,82407,63,1,,0,0,0,1
Negro League Star CF Bullet Rogan NEL 1930,84511,81,2,,0,0,0,1
Unsung Heroes RF Wally Roettger STL 1931,82848,50,8,,0,0,0,1
Snapshot LF Gary Roenicke BAL 1980,83642,59,7,,0,0,0,1
Snapshot RP Ed Roebuck LAD 1960,83072,56,7,,0,0,0,1
Historical All-Star SP Preacher Roe BRO 1949,83894,85,5,,0,0,0,1
MLB 2026 Live RP Yariel Rodriguez TOR,82510,67,1,,0,0,0,1
Snapshot RP Rich Rodriguez SD 1991,82938,45,7,,0,0,0,1
MLB 2026 Live CF Julio Rodriguez SEA,82242,90,1,,0,0,0,1
MLB 2026 Live RF Johnathan Rodriguez CLE,82440,63,1,,0,0,0,1
MLB 2026 Live SP Grayson Rodriguez LAA,82319,78,1,,0,0,0,1
Historical All-Star C Ellie Rodriguez ML4 1972,83969,74,5,,0,0,0,1
MLB 2026 Live SP Eduardo Rodriguez AZ,81861,70,1,,0,0,0,1
Hardware Heroes SS Alex Rodriguez TEX 2001,82737,98,9,,0,0,0,1
MLB 2026 Live SP Carlos Rodon NYY,82586,84,1,,0,0,0,1
All-Time Legend SP Carlos Rodon CWS Peak,84059,82,4,,0,0,0,1
Veteran Presence CL Fernando Rodney TB 2013,82918,63,10,,0,0,0,1
Rookie Sensation C Buck Rodgers LAA 1962,84312,42,3,,0,0,0,1
MLB 2026 Live LF Alan Roden MIN,82324,54,1,,0,0,0,1
MLB 2026 Live SP Kumar Rocker TEX,82214,74,1,,0,0,0,1
Rookie Sensation 2B Ike Rockenfield SLA 1905,84319,51,3,,0,0,0,1
MLB 2026 Live SS Brayan Rocchio CLE,82433,62,1,,0,0,0,1
MLB 2026 Live RF Victor Robles SEA,82234,64,1,,0,0,0,1
All-Time Legend 2B Yank Robinson SL3 Peak,83627,67,4,,0,0,0,1
Snapshot C Wilbert Robinson SL4 1896,84182,77,7,,0,0,0,1
Celebrating 42 - Snapshot 3B Jackie Robinson BRO 1955,84840,68,7,,0,0,0,1
Celebrating 42 - Snapshot 2B Jackie Robinson BRO 1948,84842,79,7,,0,0,0,1
Celebrating 42 - Rookie Sensation 1B Jackie Robinson BRO 1947,84390,58,3,,0,0,0,1
Celebrating 42 - Veteran Presence LF Jackie Robinson BRO 1954,83849,87,10,,0,0,0,1
Clubhouse - Negro League Star SS Jackie Robinson KCM 1945,84392,93,2,CS,0,0,0,0
Celebrating 42 - Historical All-Star 2B Jackie Robinson BRO 1949,84013,100,5,ME,0,0,0,0
Unsung Heroes SP Hank Robinson PIT 1913,82813,65,8,,0,0,0,1
Historical All-Star 1B Eddie Robinson PHA 1953,83918,56,5,,0,0,0,1
Snapshot C Aaron Robinson NYY 1946,83831,98,7,,0,0,0,1
MLB 2026 Live LF Will Robertson BAL,82624,51,1,,0,0,0,1
Unsung Heroes 3B Gene Robertson SLA 1925,82897,68,8,,0,0,0,1
Hardware Heroes SP Robin Roberts PHI 1953,82694,74,9,,0,0,0,1
Snapshot 2B Bip Roberts SD 1991,83479,59,7,,0,0,0,1
MLB 2026 Live CF Luis Robert Jr. NYM,82081,74,1,,0,0,0,1
All-Time Legend SP Tanner Roark WAS Peak,84033,68,4,,0,0,0,1
Snapshot SS Phil Rizzuto NYY 1948,83592,66,7,,0,0,0,1
Snapshot SP Eppa Rixey CIN 1924,83266,78,7,,0,0,0,1
Limited Edition/42 CL Mariano Rivera NYY 2009,82686,89,10,,0,0,0,0
MLB 2026 Live 2B Leonardo Rivas SEA,82235,61,1,,0,0,0,1
MLB 2026 Live SS Ryan Ritter COL,81817,61,1,,0,0,0,1
Rookie Sensation SS Swede Risberg CWS 1917,84302,46,3,,0,0,0,1
Hall of Fame SS Cal Ripken Jr. BAL 1983,84198,100,9,,0,0,0,1
Snapshot RF Alex Rios TEX 2014,83340,68,7,,0,0,0,1
MLB 2026 Live 3B Austin Riley ATL,82149,78,1,,0,0,0,1
Historical All-Star SP Jose Rijo CIN 1994,83876,69,5,,0,0,0,1
Historical All-Star 2B Bill Rigney NY1 1948,83935,66,5,,0,0,0,1
Celebrating 42 - Unsung Heroes C Branch Rickey SLA 1906,85018,78,8,,0,0,0,1
MLB 2026 Live RP Lyon Richardson CIN,81952,50,1,,0,0,0,1
MLB 2026 Live RP Trevor Richards PHI,82058,57,1,,0,0,0,1
Snapshot CF Harry Rice DET 1929,83552,61,7,,0,0,0,1
Rookie Sensation C Del Rice STL 1945,84305,40,3,,0,0,0,1
MLB 2026 Live 1B Ben Rice NYY,82572,82,1,,0,0,0,1
MLB 2026 Live RP Orlando Ribalta WSH,82014,50,1,,0,0,0,1
Opening Day Heroes - Snapshot CF Tuffy Rhodes CHC 1994,84661,81,7,,0,0,0,1
Snapshot RP Arthur Rhodes SEA 2002,83327,100,7,,0,0,0,1
Historical All-Star SP Rick Rhoden LAD 1976,83862,52,5,,0,0,0,1
Snapshot SP Flint Rhem STL 1927,83030,53,7,,0,0,0,1
Snapshot SP Armando Reynoso NYM 1997,83035,54,7,,0,0,0,1
Snapshot SP Shane Reynolds HOU 1999,83273,81,7,,0,0,0,1
All-Time Legend SS Craig Reynolds HOU Peak,84134,68,4,,0,0,0,1
Snapshot RF Carl Reynolds CWS 1931,83518,59,7,,0,0,0,1
MLB 2026 Live RF Bryan Reynolds PIT,81907,68,1,,0,0,0,1
Snapshot SS Jose Reyes TOR 2013,83602,65,7,,0,0,0,1
Snapshot SP Dennys Reyes KC 2004,82996,51,7,,0,0,0,1
